api_uri,crp_id,cspan_id,district,domain,dw_nominate,facebook_account,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,state,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id
https://api.propublica.org/congress/v1/members/B000490.json,N00002674,26194,2,bishop.house.gov,,sanfordbishop,Sanford,/m/02554k,400030,29339,B000490,,true,Bishop Jr.,,D.,9,4.81,2018,ocd-division/country:us/state:ga/cd:2,2407 Rayburn House Office Building,D,202-225-3631,http://bishop.house.gov/rss.xml,26,GA,0,187,SanfordBishop,http://bishop.house.gov,92.13,26817
https://api.propublica.org/congress/v1/members/B000574.json,N00007727,43809,3,blumenauer.house.gov,,,Earl,/m/033tw8,400033,29588,B000574,,true,Blumenauer,,,13,6.95,2018,ocd-division/country:us/state:or/cd:3,1111 Longworth House Office Building,D,202-225-4811,,24,OR,0,187,BlumenauerMedia,https://blumenauer.house.gov,94.25,367
https://api.propublica.org/congress/v1/members/B000755.json,N00005883,45749,8,kevinbrady.house.gov,,kevinbrady,Kevin,/m/03tq00,400046,29760,B000755,,true,Brady,,,9,4.81,2018,ocd-division/country:us/state:tx/cd:8,,R,202-225-4901,,22,TX,0,187,RepKevinBrady,http://kevinbrady.house.gov,98.31,361
https://api.propublica.org/congress/v1/members/B001227.json,N00001619,55227,1,www.brady.house.gov,,RepRobertBrady,Robert,/m/03tq5z,400047,29777,B001227,,true,Brady,,A.,1,0.53,2018,ocd-division/country:us/state:pa/cd:1,,D,202-225-4731,http://brady.house.gov/rss.xml,22,PA,0,187,RepBrady,http://brady.house.gov,96.77,2519
https://api.propublica.org/congress/v1/members/B001243.json,N00003105,31226,7,blackburn.house.gov,,marshablackburn,Marsha,/m/01fnkt,400032,20351,B001243,,true,Blackburn,,,8,4.28,2018,ocd-division/country:us/state:tn/cd:7,2266 Rayburn House Office Building,R,202-225-2811,http://blackburn.house.gov/news/rss.aspx,16,TN,0,187,MarshaBlackburn,http://blackburn.house.gov,98.88,25186
https://api.propublica.org/congress/v1/members/B001245.json,N00024866,1003568,79,bordallo.house.gov,,madeleine.bordallo,Madeleine,/m/01s_xp,400041,70701,B001245,,true,Bordallo,,Z.,,,2018,ocd-division/country:us/state:gu/cd:79,,D,,,16,GU,,0,,https://bordallo.house.gov,,1751
https://api.propublica.org/congress/v1/members/B001248.json,N00025219,1003620,26,burgess.house.gov,,michaelcburgess,Michael,/m/03tq8_,400052,20355,B001248,,true,Burgess,,C.,0,0.00,2018,ocd-division/country:us/state:tx/cd:26,,R,202-225-7772,http://burgess.house.gov/news/rss.aspx,16,TX,0,187,MichaelCBurgess,http://burgess.house.gov,96.26,50120
https://api.propublica.org/congress/v1/members/B001250.json,N00025292,1003621,1,robbishop.house.gov,,RepRobBishop,Rob,/m/02tn41,400029,20357,B001250,,true,Bishop,,,3,1.60,2018,ocd-division/country:us/state:ut/cd:1,123 Cannon House Office Building,R,202-225-0453,http://robbishop.house.gov/news/rss.aspx,16,UT,0,187,RepRobBishop,http://robbishop.house.gov,98.91,50544
https://api.propublica.org/congress/v1/members/B001251.json,N00027035,1013540,1,butterfield.house.gov,,congressmangkbutterfield,G.,/m/03g_pq,400616,20340,B001251,,true,Butterfield,,K.,12,6.42,2018,ocd-division/country:us/state:nc/cd:1,,D,202-225-3101,,16,NC,0,187,GKButterfield,http://butterfield.house.gov,96.57,41077
https://api.propublica.org/congress/v1/members/B001257.json,N00027462,1022873,12,bilirakis.house.gov,,GusBilirakis,Gus,/m/0dy3z1,412250,20758,B001257,,true,Bilirakis,,,1,0.53,2018,ocd-division/country:us/state:fl/cd:12,2112 Rayburn House Office Building,R,202-225-5755,,14,FL,0,187,RepGusBilirakis,https://bilirakis.house.gov,98.92,17318
https://api.propublica.org/congress/v1/members/B001260.json,N00027626,1021626,16,buchanan.house.gov,,CongressmanBuchanan,Vern,/m/0gtjsp,412196,20709,B001260,,true,Buchanan,,,6,3.21,2018,ocd-division/country:us/state:fl/cd:16,,R,202-225-5015,https://buchanan.house.gov/rss.xml,12,FL,0,187,VernBuchanan,https://buchanan.house.gov,98.90,66247
https://api.propublica.org/congress/v1/members/B001269.json,N00025495,29618,11,barletta.house.gov,,CongressmanLouBarletta,Lou,/m/03wcvjl,412469,21171,B001269,,true,Barletta,,,20,10.70,2018,ocd-division/country:us/state:pa/cd:11,2049 Rayburn House Office Building,R,202-225-6511,http://barletta.house.gov/rss.xml,8,PA,0,187,RepLouBarletta,http://barletta.house.gov,98.80,47143
https://api.propublica.org/congress/v1/members/B001270.json,N00031877,62502,37,bass.house.gov,,RepKarenBass,Karen,/m/027g9m6,412404,21110,B001270,,true,Bass,,,15,8.02,2018,ocd-division/country:us/state:ca/cd:37,2241 Rayburn House Office Building,D,202-225-7084,https://bass.house.gov/rss.xml,8,CA,0,187,RepKarenBass,https://bass.house.gov,95.93,28963
https://api.propublica.org/congress/v1/members/B001273.json,N00031539,9268964,6,black.house.gov,,DianeBlackTN06,Diane,/m/0cyvxl,412478,21180,B001273,,true,Black,,,3,1.60,2018,ocd-division/country:us/state:tn/cd:6,1131 Longworth House Office Building,R,202-225-4231,http://black.house.gov/rss.xml,8,TN,0,187,RepDianeBlack,http://black.house.gov,98.91,25292
https://api.propublica.org/congress/v1/members/B001274.json,N00030910,94888,5,brooks.house.gov,,155220881193244,Mo,/m/0c3xdjf,412395,21193,B001274,,true,Brooks,,,3,1.60,2018,ocd-division/country:us/state:al/cd:5,,R,202-225-4801,,8,AL,0,187,RepMoBrooks,https://brooks.house.gov,97.83,121610
https://api.propublica.org/congress/v1/members/B001275.json,N00031227,61837,8,bucshon.house.gov,,RepLarryBucshon,Larry,/m/0dd9k_y,412427,21132,B001275,,true,Bucshon,,,2,1.07,2018,ocd-division/country:us/state:in/cd:8,,R,202-225-4636,https://bucshon.house.gov/rss.xml,8,IN,0,187,RepLarryBucshon,https://bucshon.house.gov,97.30,120335
https://api.propublica.org/congress/v1/members/B001278.json,N00033474,63966,1,bonamici.house.gov,,congresswomanbonamici,Suzanne,/m/02q453x,412501,21198,B001278,,true,Bonamici,,,0,0.00,2018,ocd-division/country:us/state:or/cd:1,,D,202-225-0855,http://bonamici.house.gov/rss.xml,8,OR,0,187,RepBonamici,http://bonamici.house.gov,95.19,59641
https://api.propublica.org/congress/v1/members/B001281.json,N00033904,67294,3,beatty.house.gov,,RepJoyceBeatty,Joyce,/m/03lcwb,412565,21352,B001281,,true,Beatty,,,8,4.28,2018,ocd-division/country:us/state:oh/cd:3,,D,202-225-4324,http://beatty.house.gov/rss.xml,6,OH,0,187,RepBeatty,http://beatty.house.gov,97.77,2427
https://api.propublica.org/congress/v1/members/B001282.json,N00031233,61848,6,,,RepAndyBarr,Andy,/m/03wcvjl,412541,21333,B001282,,true,Barr,,,3,1.60,2018,ocd-division/country:us/state:ky/cd:6,,R,202-225-4706,https://barr.house.gov/rss.xml,6,KY,0,187,RepAndyBarr,https://barr.house.gov,98.37,117290
https://api.propublica.org/congress/v1/members/B001283.json,N00033532,79705,1,bridenstine.house.gov,,CongressmanJimBridenstine,Jim,/m/0jwyd6r,412567,21354,B001283,,true,Bridenstine,,,3,1.60,2018,ocd-division/country:us/state:ok/cd:1,,R,202-225-2211,,6,OK,0,187,RepJBridenstine,http://bridenstine.house.gov,97.83,135894
https://api.propublica.org/congress/v1/members/B001284.json,N00033495,623720,5,susanwbrooks.house.gov,,congresswomansusanwbrooks,Susan,/m/0jt8ng2,412539,21331,B001284,,true,Brooks,,,0,0.00,2018,ocd-division/country:us/state:in/cd:5,,R,202-225-2276,http://susanwbrooks.house.gov/rss.xml,6,IN,0,187,SusanWBrooks,http://susanwbrooks.house.gov,98.93,135988
https://api.propublica.org/congress/v1/members/B001285.json,N00034254,79783,26,juliabrownley.house.gov,,RepJuliaBrownley,Julia,/m/027z42z,412516,21308,B001285,,true,Brownley,,,0,0.00,2018,ocd-division/country:us/state:ca/cd:26,,D,202-225-5811,http://juliabrownley.house.gov/rss.xml,6,CA,0,187,JuliaBrownley26,http://juliabrownley.house.gov,95.19,59904
https://api.propublica.org/congress/v1/members/B001286.json,N00033390,63949,17,bustos.house.gov,,RepCheri,Cheri,/m/0jwwtrm,412537,21329,B001286,,true,Bustos,,,3,1.60,2018,ocd-division/country:us/state:il/cd:17,,D,202-225-5905,https://bustos.house.gov/category/press-release/feed/,6,IL,0,187,RepCheri,https://bustos.house.gov,95.11,134964
https://api.propublica.org/congress/v1/members/B001287.json,N00030717,1033636,7,bera.house.gov,,RepAmiBera,Ami,/m/0dgqnts,412512,21304,B001287,,true,Bera,,,0,0.00,2018,ocd-division/country:us/state:ca/cd:7,,D,202-225-5716,https://bera.house.gov/rss.xml,6,CA,0,187,RepBera,http://bera.house.gov,91.98,120030
https://api.propublica.org/congress/v1/members/B001289.json,N00035380,73486,1,byrne.house.gov,,RepByrne,Bradley,/m/09g6kty,412601,21376,B001289,,true,Byrne,,,2,1.07,2018,ocd-division/country:us/state:al/cd:1,,R,202-225-4931,https://byrne.house.gov/rss.xml,6,AL,0,187,RepByrne,https://byrne.house.gov,97.84,27584
https://api.propublica.org/congress/v1/members/B001290.json,N00036013,75248,7,brat.house.gov,,RepDaveBrat,David,/m/010qykqw,412605,21553,B001290,,true,Brat,,A.,2,1.07,2018,ocd-division/country:us/state:va/cd:7,,R,202-225-2815,,6,VA,0,187,RepDaveBrat,http://brat.house.gov,96.76,152270
https://api.propublica.org/congress/v1/members/B001291.json,N00005736,44883,36,babin.house.gov,,RepBrianBabin,Brian,/m/010qgj35,412655,21551,B001291,,true,Babin,,,0,0.00,2018,ocd-division/country:us/state:tx/cd:36,,R,202-225-1555,,4,TX,0,187,RepBrianBabin,http://babin.house.gov,97.86,360
https://api.propublica.org/congress/v1/members/B001292.json,N00036018,21141,8,beyer.house.gov,,repdonbeyer,Donald,/m/053g16,412657,21554,B001292,,true,Beyer,,,11,5.88,2018,ocd-division/country:us/state:va/cd:8,,D,202-225-4376,,4,VA,0,187,repdonbeyer,http://beyer.house.gov,95.45,1707
https://api.propublica.org/congress/v1/members/B001293.json,N00036449,78290,8,,,RepMikeBishop,Mike,/m/027qc0m,412635,21527,B001293,,true,Bishop,,,1,0.53,2018,ocd-division/country:us/state:mi/cd:8,,R,202-225-4872,https://mikebishop.house.gov/rss.xml,4,MI,0,187,RepMikeBishop,https://mikebishop.house.gov,98.92,20157
https://api.propublica.org/congress/v1/members/B001294.json,N00033744,623771,1,,,congressmanrodblum,Rod,/m/0127p02j,412627,21520,B001294,,true,Blum,,,0,0.00,2018,ocd-division/country:us/state:ia/cd:1,,R,202-225-2911,https://blum.house.gov/rss.xml,4,IA,0,187,RepRodBlum,https://blum.house.gov,94.12,
https://api.propublica.org/congress/v1/members/B001295.json,N00035420,76176,12,,,RepBost,Mike,/m/0kry42,412629,21519,B001295,,true,Bost,,,1,0.53,2018,ocd-division/country:us/state:il/cd:12,,R,202-225-5661,https://bost.house.gov/rss.xml,4,IL,0,187,RepBost,https://bost.house.gov,97.31,
https://api.propublica.org/congress/v1/members/B001296.json,N00035307,76428,13,,,CongressmanBoyle,Brendan,/m/04f4fjk,412652,21548,B001296,,true,Boyle,,,13,6.95,2018,ocd-division/country:us/state:pa/cd:13,,D,202-225-6111,https://boyle.house.gov/rss.xml,4,PA,0,187,RepBrendanBoyle,https://boyle.house.gov,97.13,47357
https://api.propublica.org/congress/v1/members/B001297.json,N00030829,78285,4,,,repkenbuck,Ken,/m/05zzjd2,412619,21510,B001297,,true,Buck,,,2,1.07,2018,ocd-division/country:us/state:co/cd:4,,R,202-225-4676,https://buck.house.gov/rss.xml,4,CO,0,187,RepKenBuck,https://buck.house.gov,95.68,125319
https://api.propublica.org/congress/v1/members/B001298.json,N00037049,103442,2,bacon.house.gov,,,Don,/m/01311t71,412713,,B001298,,true,Bacon,,,0,0.00,2018,ocd-division/country:us/state:ne/cd:2,,R,202-225-4155,https://bacon.house.gov/rss.xml,2,NE,0,187,,https://bacon.house.gov,98.40,166299
https://api.propublica.org/congress/v1/members/B001299.json,N00037185,89806,3,banks.house.gov,,RepJimBanks,Jim,/m/0j621nj,412702,,B001299,,true,Banks,,,1,0.53,2018,ocd-division/country:us/state:in/cd:3,,R,202-225-4436,,2,IN,0,187,RepJimBanks,https://banks.house.gov,98.39,116801
https://api.propublica.org/congress/v1/members/B001300.json,N00037019,104730,44,barragan.house.gov,,CongresswomanBarragan,Nanette,,412687,,B001300,,true,Barragán,,,2,1.07,2018,ocd-division/country:us/state:ca/cd:44,,D,202-225-8220,,2,CA,0,187,RepBarragan,https://barragan.house.gov,96.76,166270
https://api.propublica.org/congress/v1/members/B001301.json,N00039533,1020529,1,bergman.house.gov,,RepJackBergman,Jack,/m/05b2l3v,412709,,B001301,,true,Bergman,,,0,0.00,2018,ocd-division/country:us/state:mi/cd:1,,R,202-225-4735,,2,MI,0,187,RepJackBergman,https://bergman.house.gov,97.86,170172
https://api.propublica.org/congress/v1/members/B001302.json,N00039293,105145,5,biggs.house.gov,,RepAndyBiggs,Andy,/m/0_1m23v,412683,,B001302,,true,Biggs,,,0,0.00,2018,ocd-division/country:us/state:az/cd:5,,R,202-225-2635,https://biggs.house.gov/rss.xml,2,AZ,0,187,RepAndyBiggsAZ,https://biggs.house.gov,96.26,28088
https://api.propublica.org/congress/v1/members/B001303.json,N00038414,104772,1,bluntrochester.house.gov,,Rep.BluntRochester,Lisa,/g/11c3yvwbvn,412689,,B001303,,true,Blunt Rochester,,,3,1.60,2018,ocd-division/country:us/state:de/cd:1,,D,202-225-4165,,2,DE,0,187,RepBRochester,https://bluntrochester.house.gov,97.28,173249
https://api.propublica.org/congress/v1/members/B001304.json,N00036999,1029537,4,anthonybrown.house.gov,,,Anthony,,412707,,B001304,,true,Brown,,,13,6.95,2018,ocd-division/country:us/state:md/cd:4,,D,202-225-8699,https://anthonybrown.house.gov/rss.xml,2,MD,0,187,,https://anthonybrown.house.gov,97.13,19344
https://api.propublica.org/congress/v1/members/B001305.json,N00039551,103513,13,budd.house.gov,,RepTedBudd,Ted,,412712,,B001305,,true,Budd,,,0,0.00,2018,ocd-division/country:us/state:nc/cd:13,,R,202-225-4531,https://budd.house.gov/rss.xml,2,NC,0,187,RepTedBudd,https://budd.house.gov,97.86,171489
https://api.propublica.org/congress/v1/members/C000059.json,N00007099,26709,42,calvert.house.gov,,RepKenCalvert,Ken,/m/024xl1,400057,29323,C000059,,true,Calvert,,,2,1.07,2018,ocd-division/country:us/state:ca/cd:42,,R,202-225-1986,http://calvert.house.gov/news/rss.aspx,26,CA,0,187,KenCalvert,http://calvert.house.gov,98.92,26777
https://api.propublica.org/congress/v1/members/C000266.json,N00003689,36705,1,chabot.house.gov,,RepSteveChabot,Steven,/m/0343vk,400071,29550,C000266,,true,Chabot,,J.,0,0.00,2018,ocd-division/country:us/state:oh/cd:1,,R,202-225-2216,,8,OH,0,187,RepSteveChabot,http://chabot.house.gov,98.93,21790
https://api.propublica.org/congress/v1/members/C000537.json,N00002408,21607,6,clyburn.house.gov,,jameseclyburn,James,/m/03c469,400075,39301,C000537,,true,Clyburn,,E.,10,5.35,2018,ocd-division/country:us/state:sc/cd:6,,D,202-225-3315,http://clyburn.house.gov/rss.xml,26,SC,0,187,Clyburn,http://clyburn.house.gov,96.05,27066
https://api.propublica.org/congress/v1/members/C000714.json,N00004029,1824,13,conyers.house.gov,,CongressmanConyers,John,/m/02hy5d,400080,10713,C000714,,true,Conyers Jr.,,,6,3.21,2018,ocd-division/country:us/state:mi/cd:13,,D,202-225-5126,https://conyers.house.gov/rss.xml,54,MI,0,187,RepJohnConyers,https://conyers.house.gov,96.13,26904
https://api.propublica.org/congress/v1/members/C000754.json,N00003132,1201,5,www.cooper.house.gov,,JimCooper,Jim,/m/03tm2p,400081,15019,C000754,,true,Cooper,,,2,1.07,2018,ocd-division/country:us/state:tn/cd:5,,D,202-225-4311,http://cooper.house.gov/rss.xml,16,TN,0,187,RepJimCooper,http://cooper.house.gov,90.27,48891
https://api.propublica.org/congress/v1/members/C000984.json,N00001971,43300,7,cummings.house.gov,,elijahcummings,Elijah,/m/025k9h,400090,29587,C000984,,true,Cummings,,E.,11,5.88,2018,ocd-division/country:us/state:md/cd:7,,D,202-225-4741,https://cummings.house.gov/rss.xml,24,MD,0,187,RepCummings,https://cummings.house.gov,96.02,345
https://api.propublica.org/congress/v1/members/C001037.json,N00000267,56760,7,www.house.gov/capuano/,,RepMichaelCapuano,Michael,/m/028vsm,400063,29919,C001037,,true,Capuano,,E.,2,1.07,2018,ocd-division/country:us/state:ma/cd:7,,D,202-225-5111,,20,MA,1,187,RepMikeCapuano,http://capuano.house.gov,93.51,18883
https://api.propublica.org/congress/v1/members/C001038.json,N00001127,57880,14,crowley.house.gov,,repjoecrowley,Joseph,/m/03v10s,400087,29925,C001038,,true,Crowley,,,6,3.21,2018,ocd-division/country:us/state:ny/cd:14,,D,202-225-3965,http://crowley.house.gov/rss.xml,20,NY,0,187,RepJoeCrowley,http://crowley.house.gov,96.69,4295
https://api.propublica.org/congress/v1/members/C001048.json,N00009738,88078,7,culberson.house.gov,,,John,/m/03sfhc,400089,20139,C001048,,true,Culberson,,,3,1.60,2018,ocd-division/country:us/state:tx/cd:7,,R,202-225-2571,,18,TX,0,187,CongCulberson,http://culberson.house.gov,98.91,5488
https://api.propublica.org/congress/v1/members/C001049.json,N00012460,88332,1,lacyclay.house.gov,,109135405838588,William,/m/024vjr,400074,20147,C001049,,true,Clay,,Lacy,5,2.67,2018,ocd-division/country:us/state:mo/cd:1,,D,202-225-2406,,18,MO,0,187,,https://lacyclay.house.gov,96.15,8967
https://api.propublica.org/congress/v1/members/C001051.json,N00025095,1004257,31,carter.house.gov,,judgecarter,John,/m/03whyr,400068,20356,C001051,,true,Carter,,,0,0.00,2018,ocd-division/country:us/state:tx/cd:31,,R,202-225-3864,https://carter.house.gov/common/rss/?rss=40,16,TX,0,187,JudgeCarter,https://carter.house.gov,97.86,49296
https://api.propublica.org/congress/v1/members/C001053.json,N00025726,1003609,4,cole.house.gov,,TomColeOK04,Tom,/m/03tqb0,400077,20344,C001053,,true,Cole,,,1,0.53,2018,ocd-division/country:us/state:ok/cd:4,,R,202-225-6165,https://cole.house.gov/rss.xml,16,OK,0,187,TomColeOK04,https://cole.house.gov,97.31,46034
https://api.propublica.org/congress/v1/members/C001059.json,N00026341,19599,16,costa.house.gov,,RepJimCosta,Jim,/m/04chm2,400618,20501,C001059,,true,Costa,,,8,4.28,2018,ocd-division/country:us/state:ca/cd:16,,D,202-225-3341,https://costa.house.gov/rss.xml,14,CA,0,187,RepJimCosta,https://costa.house.gov,83.24,3577
https://api.propublica.org/congress/v1/members/C001061.json,N00026790,10933,5,cleaver.house.gov,,emanuelcleaverii,Emanuel,/m/04cbbm,400639,20517,C001061,,true,Cleaver II,,,32,17.11,2018,ocd-division/country:us/state:mo/cd:5,,D,202-225-4535,http://cleaver.house.gov/rss.xml,14,MO,0,187,RepCleaver,http://cleaver.house.gov,96.77,39507
https://api.propublica.org/congress/v1/members/C001062.json,N00026041,1004595,11,conaway.house.gov,,mike.conaway,K.,/m/04cmt7,400655,20531,C001062,,true,Conaway,,Michael,0,0.00,2018,ocd-division/country:us/state:tx/cd:11,,R,202-225-3605,,14,TX,0,187,ConawayTX11,http://conaway.house.gov,96.79,49935
https://api.propublica.org/congress/v1/members/C001063.json,N00024978,1013062,28,cuellar.house.gov,,152569121550,Henry,/m/04clj6,400657,20533,C001063,,true,Cuellar,,,1,0.53,2018,ocd-division/country:us/state:tx/cd:28,,D,202-225-1640,http://cuellar.house.gov/news/rss.aspx,14,TX,0,187,RepCuellar,http://cuellar.house.gov,80.11,5486
https://api.propublica.org/congress/v1/members/C001066.json,N00027514,1022874,14,castor.house.gov,,USRepKathyCastor,Kathy,/m/0dq1v6,412195,20708,C001066,,true,Castor,,,2,1.07,2018,ocd-division/country:us/state:fl/cd:14,,D,202-225-3376,http://castor.house.gov/news/rss.aspx,12,FL,0,187,USRepKCastor,http://castor.house.gov,97.30,53825
https://api.propublica.org/congress/v1/members/C001067.json,N00026961,1022875,9,clarke.house.gov,,repyvettedclarke,Yvette,/m/06h90t,412221,20733,C001067,,true,Clarke,,D.,4,2.14,2018,ocd-division/country:us/state:ny/cd:9,,D,202-225-6231,https://clarke.house.gov/rss.xml,12,NY,0,187,RepYvetteClarke,https://clarke.house.gov,96.72,44741
https://api.propublica.org/congress/v1/members/C001068.json,N00003225,1022876,9,cohen.house.gov,,CongressmanSteveCohen,Steve,/m/04lf9tk,412236,20748,C001068,,true,Cohen,,,0,0.00,2018,ocd-division/country:us/state:tn/cd:9,,D,202-225-3265,https://cohen.house.gov/rss.xml,12,TN,0,187,RepCohen,https://cohen.house.gov,94.12,24340
https://api.propublica.org/congress/v1/members/C001069.json,N00024842,1021284,2,courtney.house.gov,,joecourtney,Joe,/m/0700nd,412193,20706,C001069,,true,Courtney,,,0,0.00,2018,ocd-division/country:us/state:ct/cd:2,,D,202-225-2076,https://courtney.house.gov/rss.xml,12,CT,0,187,RepJoeCourtney,https://courtney.house.gov,96.26,30333
https://api.propublica.org/congress/v1/members/C001072.json,N00029513,1027364,7,carson.house.gov,,CongressmanAndreCarson,André,/m/03qcvz1,412258,20757,C001072,,true,Carson,,,6,3.21,2018,ocd-division/country:us/state:in/cd:7,,D,202-225-4011,http://carson.house.gov/rss.xml,12,IN,0,187,RepAndreCarson,http://carson.house.gov,95.03,84917
https://api.propublica.org/congress/v1/members/C001076.json,N00028958,1031362,3,chaffetz.house.gov,,CongressmanJasonChaffetz,Jason,/m/047blr4,412270,20949,C001076,,true,Chaffetz,,,2,1.07,2018,ocd-division/country:us/state:ut/cd:3,,R,202-225-7751,,10,UT,0,187,JasonInTheHouse,https://chaffetz.house.gov,97.84,103482
https://api.propublica.org/congress/v1/members/C001077.json,N00024753,1031340,6,coffman.house.gov,,repmikecoffman,Mike,/m/03gy95d,412271,20906,C001077,,true,Coffman,,,2,1.07,2018,ocd-division/country:us/state:co/cd:6,,R,202-225-7882,http://coffman.house.gov/rss.xml,10,CO,0,187,RepMikeCoffman,http://coffman.house.gov,97.30,1535
https://api.propublica.org/congress/v1/members/C001078.json,N00029891,1015936,11,connolly.house.gov,,CongressmanGerryConnolly,Gerald,/m/04f40kn,412272,20952,C001078,,true,Connolly,,E.,0,0.00,2018,ocd-division/country:us/state:va/cd:11,,D,202-225-1492,https://connolly.house.gov/common/rss/index.cfm?rss=44,10,VA,0,187,GerryConnolly,https://connolly.house.gov,94.12,95078
https://api.propublica.org/congress/v1/members/C001080.json,N00030600,92573,27,chu.house.gov,,RepJudyChu,Judy,/m/0krsk2,412379,20955,C001080,,true,Chu,,,4,2.14,2018,ocd-division/country:us/state:ca/cd:27,,D,202-225-5464,https://chu.house.gov/rss.xml,12,CA,0,187,RepJudyChu,https://chu.house.gov,96.72,16539
https://api.propublica.org/congress/v1/members/C001084.json,N00032019,1033865,1,cicilline.house.gov,,CongressmanDavidCicilline,David,/m/04t97v,412470,21172,C001084,,true,Cicilline,,,3,1.60,2018,ocd-division/country:us/state:ri/cd:1,,D,202-225-4911,http://cicilline.house.gov/rss.xml,8,RI,0,187,RepCicilline,http://cicilline.house.gov,97.28,7349
https://api.propublica.org/congress/v1/members/C001087.json,N00030770,623259,1,crawford.house.gov,,RepRickCrawford,Rick,/m/0czb3pp,412400,21106,C001087,,true,Crawford,,,7,3.74,2018,ocd-division/country:us/state:ar/cd:1,,R,202-225-4076,http://crawford.house.gov/news/rss.aspx,8,AR,0,187,RepRickCrawford,http://crawford.house.gov,98.89,119208
