api_uri,crp_id,cspan_id,domain,dw_nominate,facebook_account,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,state,state_rank,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id
https://api.propublica.org/congress/v1/members/C000127.json,N00007836,26137,www.cantwell.senate.gov,,senatorcantwell,Maria,/m/01x68t,300018,39310,C000127,,true,Cantwell,,S275,,0,0.00,2018,ocd-division/country:us/state:wa,511 Hart Senate Office Building,D,202-224-3441,,1,17,WA,junior,0,93,SenatorCantwell,https://www.cantwell.senate.gov,98.92,27122
https://api.propublica.org/congress/v1/members/C000141.json,N00001955,4004,www.cardin.senate.gov,,senatorbencardin,Benjamin,/m/025k3k,400064,15408,C000141,,true,Cardin,,S308,L.,0,0.00,2018,ocd-division/country:us/state:md,509 Hart Senate Office Building,D,202-224-4524,,1,11,MD,senior,0,93,SenatorCardin,https://www.cardin.senate.gov,97.85,26888
https://api.propublica.org/congress/v1/members/C000174.json,N00012508,663,www.carper.senate.gov,,tomcarper,Thomas,/m/01xw7t,300019,15015,C000174,,true,Carper,,S277,R.,5,5.38,2018,ocd-division/country:us/state:de,513 Hart Senate Office Building,D,202-224-2441,https://www.carper.senate.gov/public/index.cfm/rss/feed,1,17,DE,senior,0,93,SenatorCarper,https://www.carper.senate.gov/public,94.32,22421
https://api.propublica.org/congress/v1/members/C000567.json,N00003328,1200,,,,Thad,/m/01fmcd,300023,14009,C000567,,true,Cochran,,S136,,0,0.00,2020,ocd-division/country:us/state:ms,113 Dirksen Senate Office Building,R,202-224-5054,http://www.cochran.senate.gov/public/index.cfm/rss/taggedfeed?Type=news-releases&amp;region=&amp;issue=,2,39,MS,senior,0,93,SenThadCochran,http://www.cochran.senate.gov,98.92,53312
https://api.propublica.org/congress/v1/members/C000880.json,N00006267,26440,crapo.senate.gov,,mikecrapo,Michael,/m/021pgp,300030,29345,C000880,,true,Crapo,,S266,D.,0,0.00,2022,ocd-division/country:us/state:id,,R,202-224-6142,,3,19,ID,senior,0,93,MikeCrapo,http://www.crapo.senate.gov,98.92,26830
https://api.propublica.org/congress/v1/members/C001035.json,N00000491,45738,,,susancollins,Susan,/m/020y8m,300025,49703,C001035,,true,Collins,,S252,,0,0.00,2020,ocd-division/country:us/state:me,413 Dirksen Senate Office Building,R,202-224-2523,https://www.collins.senate.gov/?q=rss.xml,2,21,ME,senior,0,93,SenatorCollins,https://www.collins.senate.gov,86.02,379
https://api.propublica.org/congress/v1/members/C001047.json,N00009771,83737,www.capito.senate.gov,,senshelley,Shelley,/m/024pwq,400061,20146,C001047,,true,Capito,,S372,Moore,0,0.00,2020,ocd-division/country:us/state:wv,,R,202-224-6472,,2,3,WV,junior,0,93,SenCapito,https://www.capito.senate.gov,97.85,11701
https://api.propublica.org/congress/v1/members/C001056.json,N00024852,93131,www.cornyn.senate.gov,,sen.johncornyn,John,/m/01xcqs,300027,40305,C001056,,true,Cornyn,,S287,,0,0.00,2020,ocd-division/country:us/state:tx,517 Hart Senate Office Building,R,202-224-2934,,2,15,TX,senior,0,93,JohnCornyn,https://www.cornyn.senate.gov,98.92,15375
https://api.propublica.org/congress/v1/members/C001070.json,N00027503,47036,www.casey.senate.gov,,SenatorBobCasey,Bob,/m/047ymw,412246,40703,C001070,,true,Casey,,S309,,0,0.00,2018,ocd-division/country:us/state:pa,393 Russell Senate Office Building,D,202-224-6324,https://www.casey.senate.gov/rss/feeds/?all,1,11,PA,senior,0,93,SenBobCasey,https://www.casey.senate.gov,97.85,2541
https://api.propublica.org/congress/v1/members/C001071.json,N00027441,1021114,www.corker.senate.gov,,bobcorker,Bob,/m/0d9fz3,412248,40705,C001071,,true,Corker,,S310,,2,2.15,2018,ocd-division/country:us/state:tn,425 Dirksen Senate Office Building,R,202-224-3344,https://www.corker.senate.gov/public/index.cfm/rss/feed,1,11,TN,junior,0,93,SenBobCorker,http://www.corker.senate.gov,100.00,65905
https://api.propublica.org/congress/v1/members/C001075.json,N00030245,1030546,www.cassidy.senate.gov,,,Bill,/m/0286t7r,412269,20919,C001075,,true,Cassidy,,S373,,1,1.08,2020,ocd-division/country:us/state:la,,R,202-224-5824,,2,3,LA,senior,0,93,,http://www.cassidy.senate.gov,100.00,69494
https://api.propublica.org/congress/v1/members/C001088.json,N00031820,9269028,,,senatorchriscoons,Christopher,/m/082d3d,412390,40916,C001088,,true,Coons,,S337,A.,10,10.75,2020,ocd-division/country:us/state:de,127a Russell Senate Office Building,D,202-224-5042,https://www.coons.senate.gov/rss/feeds/?type=press,2,9,DE,junior,0,93,SenCoonsOffice,https://www.coons.senate.gov,92.77,122834
https://api.propublica.org/congress/v1/members/C001095.json,N00033363,63928,,,SenatorTomCotton,Tom,/m/02g3ds,412508,21301,C001095,,true,Cotton,,S374,,0,0.00,2020,ocd-division/country:us/state:ar,,R,202-224-2353,https://www.cotton.senate.gov/rss/,2,3,AR,junior,0,93,SenTomCotton,https://www.cotton.senate.gov,100.00,135651
https://api.propublica.org/congress/v1/members/C001098.json,N00033085,1019953,cruz.senate.gov,,SenatorTedCruz,Ted,/m/07j6ty,412573,41304,C001098,,true,Cruz,,S355,,3,3.23,2018,ocd-division/country:us/state:tx,,R,202-224-5922,https://www.cruz.senate.gov/rss/,1,5,TX,junior,0,93,SenTedCruz,https://www.cruz.senate.gov,96.67,135705
https://api.propublica.org/congress/v1/members/C001113.json,N00037161,105698,,,SenatorCortezMasto,Catherine,/m/02rtp9t,412681,,C001113,,true,Cortez Masto,,S385,,0,0.00,2022,ocd-division/country:us/state:nv,,D,202-224-3542,,3,1,NV,junior,0,93,sencortezmasto,https://www.cortezmasto.senate.gov,91.40,69579
https://api.propublica.org/congress/v1/members/D000563.json,N00004981,6741,www.durbin.senate.gov,,SenatorDurbin,Richard,/m/01xcd1,300038,15021,D000563,,true,Durbin,,S253,J.,2,2.15,2020,ocd-division/country:us/state:il,711 Hart Senate Office Building,D,202-224-2152,,2,21,IL,senior,0,93,SenatorDurbin,http://www.durbin.senate.gov,96.70,26847
https://api.propublica.org/congress/v1/members/D000607.json,N00026586,1012000,www.donnelly.senate.gov,,senatordonnelly,Joe,/m/0gmx64,412205,20717,D000607,,true,Donnelly,,S356,,3,3.23,2018,ocd-division/country:us/state:in,,D,202-224-4814,http://www.donnelly.senate.gov/rss/feeds/?press,1,5,IN,senior,0,93,SenDonnelly,http://www.donnelly.senate.gov,81.11,34212
https://api.propublica.org/congress/v1/members/D000618.json,N00033054,1034037,www.daines.senate.gov,,SteveDainesMT,Steve,/m/03qlc5t,412549,21338,D000618,,true,Daines,,S375,,0,0.00,2020,ocd-division/country:us/state:mt,,R,202-224-2651,,2,3,MT,junior,0,93,SteveDaines,https://www.daines.senate.gov,98.92,135720
https://api.propublica.org/congress/v1/members/D000622.json,N00027860,94484,duckworth.house.gov,,SenDuckworth,Tammy,/m/09vqjr,412533,21325,D000622,,true,Duckworth,,S386,,0,0.00,2022,ocd-division/country:us/state:il,,D,202-224-2854,http://duckworth.house.gov/index.php/media-center/press-releases?format=feed&amp;type=rss,3,1,IL,junior,0,93,SenDuckworth,https://www.duckworth.senate.gov,94.62,57442
https://api.propublica.org/congress/v1/members/E000285.json,N00006249,45824,,,mikeenzi,Michael,/m/021ph1,300041,49706,E000285,,true,Enzi,,S254,B.,0,0.00,2020,ocd-division/country:us/state:wy,379a Russell Senate Office Building,R,202-224-3424,http://www.enzi.senate.gov/public/index.cfm/rss/feed,2,21,WY,senior,0,93,SenatorEnzi,http://www.enzi.senate.gov,98.92,558
https://api.propublica.org/congress/v1/members/E000295.json,N00035483,75342,,,senjoniernst,Joni,/m/0gg4wkg,412667,41502,E000295,,true,Ernst,,S376,,0,0.00,2020,ocd-division/country:us/state:ia,,R,202-224-3254,,2,3,IA,junior,0,93,SenJoniErnst,http://www.ernst.senate.gov/public,100.00,128583
https://api.propublica.org/congress/v1/members/F000062.json,N00007364,13061,www.feinstein.senate.gov,,senatorfeinstein,Dianne,/m/01gqws,300043,49300,F000062,,true,Feinstein,,S221,,24,25.81,2018,ocd-division/country:us/state:ca,331 Hart Senate Office Building,D,202-224-3841,http://www.feinstein.senate.gov/public/?a=rss.feed,1,25,CA,senior,0,93,SenFeinstein,http://www.feinstein.senate.gov,94.20,53273
https://api.propublica.org/congress/v1/members/F000444.json,N00009573,87582,flake.senate.gov,,senatorjeffflake,Jeff,/m/024p7j,400134,20100,F000444,,true,Flake,,S358,,2,2.15,2018,ocd-division/country:us/state:az,,R,202-224-4521,http://www.flake.senate.gov/public/?a=rss.feed,1,5,AZ,junior,0,93,JeffFlake,http://www.flake.senate.gov/public,97.80,28128
https://api.propublica.org/congress/v1/members/F000457.json,N00029016,23334,www.franken.senate.gov,,senatoralfranken,Al,/m/01lct6,412378,40904,F000457,,true,Franken,,S332,,0,0.00,2020,ocd-division/country:us/state:mn,309 Hart Senate Office Building,D,202-224-5641,https://www.franken.senate.gov/rss/,2,9,MN,junior,0,93,SenFranken,https://www.franken.senate.gov,100.00,108924
https://api.propublica.org/congress/v1/members/F000463.json,N00033443,1034067,fischer.senate.gov,,senatordebfischer,Deb,/m/0c4cp0,412556,41302,F000463,,true,Fischer,,S357,,0,0.00,2018,ocd-division/country:us/state:ne,,R,202-224-6551,,1,5,NE,senior,0,93,SenatorFischer,http://www.fischer.senate.gov,100.00,41963
https://api.propublica.org/congress/v1/members/G000359.json,N00009975,36782,,,USSenatorLindseyGraham,Lindsey,/m/01_pdg,300047,29566,G000359,,true,Graham,,S293,,3,3.23,2020,ocd-division/country:us/state:sc,290 Russell Senate Office Building,R,202-224-5972,https://www.lgraham.senate.gov/public/?a=rss.feed,2,15,SC,senior,0,93,GrahamBlog,https://www.lgraham.senate.gov/public,100.00,21992
https://api.propublica.org/congress/v1/members/G000386.json,N00001758,1167,,,grassley,Charles,/m/020ymy,300048,14226,G000386,,true,Grassley,,S153,E.,0,0.00,2022,ocd-division/country:us/state:ia,,R,202-224-3744,http://www.grassley.senate.gov/?q=rss.xml,3,37,IA,senior,0,93,ChuckGrassley,http://www.grassley.senate.gov,96.77,53293
https://api.propublica.org/congress/v1/members/G000555.json,N00027658,1022862,www.gillibrand.senate.gov,,KirstenGillibrand,Kirsten,/m/0gnfc4,412223,20735,G000555,,true,Gillibrand,,S331,E.,0,0.00,2018,ocd-division/country:us/state:ny,478 Russell Senate Office Building,D,202-224-4451,,1,9,NY,junior,0,93,SenGillibrand,https://www.gillibrand.senate.gov,90.32,65147
https://api.propublica.org/congress/v1/members/G000562.json,N00030780,623308,www.gardner.senate.gov,,SenCoryGardner,Cory,/m/0czd33q,412406,21112,G000562,,true,Gardner,,S377,,0,0.00,2020,ocd-division/country:us/state:co,,R,202-224-5941,,2,3,CO,junior,0,93,SenCoryGardner,https://www.gardner.senate.gov,100.00,30004
https://api.propublica.org/congress/v1/members/H000338.json,N00009869,189,www.hatch.senate.gov,,senatororrinhatch,Orrin,/m/016mj4,300052,14503,H000338,,true,Hatch,,S118,G.,0,0.00,2018,ocd-division/country:us/state:ut,104 Hart Senate Office Building,R,202-224-5251,http://www.hatch.senate.gov/public/index.cfm/rss/feed,1,41,UT,senior,0,93,SenOrrinHatch,http://www.hatch.senate.gov,97.85,53352
https://api.propublica.org/congress/v1/members/H001041.json,N00027522,1012368,www.heller.senate.gov,,SenDeanHeller,Dean,/m/0g92xz,412218,20730,H001041,,true,Heller,,S352,,0,0.00,2018,ocd-division/country:us/state:nv,,R,202-224-6244,https://www.heller.senate.gov/public/?a=RSS.Feed,1,7,NV,senior,0,93,SenDeanHeller,http://www.heller.senate.gov/public,90.32,2291
https://api.propublica.org/congress/v1/members/H001042.json,N00028139,91216,hirono.senate.gov,,senatorhirono,Mazie,/m/0357cd,412200,20713,H001042,,true,Hirono,,S361,K.,0,0.00,2018,ocd-division/country:us/state:hi,,D,202-224-6361,https://www.hirono.senate.gov/rss/feeds/,1,5,HI,junior,0,93,MazieHirono,https://www.hirono.senate.gov,98.92,1677
https://api.propublica.org/congress/v1/members/H001046.json,N00029835,1030686,www.heinrich.senate.gov,,MartinHeinrich,Martin,/m/02qkv0r,412281,20930,H001046,,true,Heinrich,,S359,,1,1.08,2018,ocd-division/country:us/state:nm,,D,202-224-5521,,1,5,NM,junior,0,93,MartinHeinrich,http://www.heinrich.senate.gov,93.48,74517
https://api.propublica.org/congress/v1/members/H001061.json,N00031688,85233,www.hoeven.senate.gov,,SenatorJohnHoeven,John,/m/01qb45,412494,41107,H001061,,true,Hoeven,,S344,,0,0.00,2022,ocd-division/country:us/state:nd,,R,202-224-2551,,3,7,ND,senior,0,93,SenJohnHoeven,https://www.hoeven.senate.gov,100.00,41788
https://api.propublica.org/congress/v1/members/H001069.json,N00033782,95414,www.heitkamp.senate.gov,,SenatorHeidiHeitkamp,Heidi,/m/02f501,412554,41303,H001069,,true,Heitkamp,,S360,,0,0.00,2018,ocd-division/country:us/state:nd,,D,202-224-2043,,1,5,ND,junior,0,93,SenatorHeitkamp,http://www.heitkamp.senate.gov/public,74.19,41716
https://api.propublica.org/congress/v1/members/H001075.json,N00036915,1018696,www.harris.senate.gov,,,Kamala,/m/08sry2,412678,,H001075,,true,Harris,,S387,,0,0.00,2022,ocd-division/country:us/state:ca,,D,202-224-3553,,3,1,CA,junior,0,93,SenKamalaHarris,https://www.harris.senate.gov,94.62,120012
https://api.propublica.org/congress/v1/members/H001076.json,N00038397,67481,,,SenatorHassan,Margaret,,412680,,H001076,,true,Hassan,,S388,,0,0.00,2022,ocd-division/country:us/state:nh,,D,202-224-3324,,3,1,NH,junior,0,93,Senatorhassan,https://www.hassan.senate.gov,96.77,42552
https://api.propublica.org/congress/v1/members/I000024.json,N00005582,5619,www.inhofe.senate.gov,,jiminhofe,James,/m/021kpl,300055,15424,I000024,,true,Inhofe,,S236,M.,1,1.08,2020,ocd-division/country:us/state:ok,205 Russell Senate Office Building,R,202-224-4721,,2,25,OK,senior,0,93,InhofePress,http://www.inhofe.senate.gov,100.00,27027
https://api.propublica.org/congress/v1/members/I000055.json,N00002593,59135,,,,Johnny,/m/02556q,400194,29909,I000055,,true,Isakson,,S305,,24,25.81,2022,ocd-division/country:us/state:ga,,R,202-224-3643,https://www.isakson.senate.gov/public/?a=RSS.Feed,3,13,GA,senior,0,93,SenatorIsakson,https://www.isakson.senate.gov,98.55,1721
https://api.propublica.org/congress/v1/members/J000293.json,N00032546,62835,www.ronjohnson.senate.gov,,senronjohnson,Ron,/m/0cmdpzc,412496,41111,J000293,,true,Johnson,,S345,,0,0.00,2022,ocd-division/country:us/state:wi,,R,202-224-5323,,3,7,WI,senior,0,93,SenRonJohnson,https://www.ronjohnson.senate.gov,100.00,126217
https://api.propublica.org/congress/v1/members/K000367.json,N00027500,83701,www.klobuchar.senate.gov,,,Amy,/m/05fbpt,412242,40700,K000367,,true,Klobuchar,,S311,,0,0.00,2018,ocd-division/country:us/state:mn,302 Hart Senate Office Building,D,202-224-3244,,1,11,MN,senior,0,93,,https://www.klobuchar.senate.gov,96.77,65092
https://api.propublica.org/congress/v1/members/K000383.json,N00034580,37413,king.senate.gov,,SenatorAngusSKingJr,Angus,/m/02hfx0,412545,41300,K000383,,true,King,,S363,,0,0.00,2018,ocd-division/country:us/state:me,,I,202-224-5344,https://www.king.senate.gov/rss/feeds/?type=all,1,5,ME,junior,0,93,SenAngusKing,http://www.king.senate.gov,77.42,22381
https://api.propublica.org/congress/v1/members/K000384.json,N00033177,49219,kaine.senate.gov,,SenatorKaine,Tim,/m/053f8h,412582,41305,K000384,,true,Kaine,,S362,,1,1.08,2018,ocd-division/country:us/state:va,,D,202-224-4024,https://www.kaine.senate.gov/rss/feeds/,1,5,VA,junior,0,93,SenKaineOffice,http://www.kaine.senate.gov,94.57,50772
https://api.propublica.org/congress/v1/members/K000393.json,N00026823,1011723,,,JohnKennedyLouisiana,John,,412679,,K000393,,true,Kennedy,,S389,,0,0.00,2022,ocd-division/country:us/state:la,,R,202-224-4623,,3,1,LA,junior,0,93,SenJohnKennedy,https://www.kennedy.senate.gov,96.77,35496
https://api.propublica.org/congress/v1/members/L000174.json,N00009918,1552,www.leahy.senate.gov,,SenatorPatrickLeahy,Patrick,/m/0202kf,300065,14307,L000174,,true,Leahy,,S057,J.,1,1.08,2022,ocd-division/country:us/state:vt,,D,202-224-4242,,3,43,VT,senior,0,93,SenatorLeahy,https://www.leahy.senate.gov,98.91,53353
https://api.propublica.org/congress/v1/members/L000575.json,N00031129,1033847,www.lankford.senate.gov,,SenatorLankford,James,/m/0dgrrx6,412464,21166,L000575,,true,Lankford,,S378,,0,0.00,2022,ocd-division/country:us/state:ok,,R,202-224-5754,,3,3,OK,junior,0,93,SenatorLankford,https://www.lankford.senate.gov,98.92,124938
https://api.propublica.org/congress/v1/members/L000577.json,N00031696,9267977,www.lee.senate.gov,,senatormikelee,Mike,/m/09v5q9x,412495,41110,L000577,,true,Lee,,S346,,0,0.00,2022,ocd-division/country:us/state:ut,,R,202-224-5444,,3,7,UT,junior,0,93,SenMikeLee,https://www.lee.senate.gov/public,96.77,66395
https://api.propublica.org/congress/v1/members/M000133.json,N00000270,260,markey.senate.gov,,EdJMarkey,Edward,/m/028vr4,400253,14435,M000133,,true,Markey,,S369,J.,1,1.08,2020,ocd-division/country:us/state:ma,,D,202-224-2742,https://www.markey.senate.gov/rss/feeds/,2,5,MA,junior,0,93,SenMarkey,http://www.markey.senate.gov,94.57,26900
https://api.propublica.org/congress/v1/members/M000303.json,N00006424,7476,www.mccain.senate.gov,,johnmccain,John,/m/0bymv,300071,15039,M000303,,true,McCain,,S197,,3,3.23,2022,ocd-division/country:us/state:az,,R,202-224-2235,https://www.mccain.senate.gov/public/?a=rss.feed,3,31,AZ,senior,0,93,SenJohnMcCain,http://www.mccain.senate.gov,97.78,53270
https://api.propublica.org/congress/v1/members/M000355.json,N00003389,2351,,,mitchmcconnell,Mitch,/m/01z6ls,300072,14921,M000355,,true,McConnell,,S174,,0,0.00,2020,ocd-division/country:us/state:ky,317 Russell Senate Office Building,R,202-224-2541,http://www.mcconnell.senate.gov/public/?a=RSS.Feed,2,33,KY,senior,1,93,McConnellPress,http://www.mcconnell.senate.gov,97.85,53298
https://api.propublica.org/congress/v1/members/M000639.json,N00000699,29608,menendez.senate.gov,,senatormenendez,Robert,/m/033d3p,400272,29373,M000639,,true,Menendez,,S306,,0,0.00,2018,ocd-division/country:us/state:nj,528 Hart Senate Office Building,D,202-224-4744,https://www.menendez.senate.gov/rss/feeds/?press,1,12,NJ,senior,0,93,SenatorMenendez,https://www.menendez.senate.gov,96.77,26961
https://api.propublica.org/congress/v1/members/M000934.json,N00005282,45469,www.moran.senate.gov/public/,,jerrymoran,Jerry,/m/024s8t,400284,29722,M000934,,true,Moran,,S347,,1,1.08,2022,ocd-division/country:us/state:ks,,R,202-224-6521,http://www.moran.senate.gov/public/index.cfm/rss/feed,3,7,KS,junior,0,93,JerryMoran,http://www.moran.senate.gov,98.91,542
https://api.propublica.org/congress/v1/members/M001111.json,N00007876,25277,,,,Patty,/m/018qx5,300076,49308,M001111,,true,Murray,,S229,,0,0.00,2022,ocd-division/country:us/state:wa,,D,202-224-2621,https://www.murray.senate.gov/public/?a=RSS.Feed,3,25,WA,senior,0,93,PattyMurray,http://www.murray.senate.gov/public,96.77,53358
https://api.propublica.org/congress/v1/members/M001153.json,N00026050,1004138,www.murkowski.senate.gov,,SenLisaMurkowski,Lisa,/m/0202kt,300075,40300,M001153,,true,Murkowski,,S288,,1,1.08,2022,ocd-division/country:us/state:ak,,R,202-224-6665,,3,17,AK,senior,0,93,LisaMurkowski,https://www.murkowski.senate.gov,97.83,15841
https://api.propublica.org/congress/v1/members/M001169.json,N00027566,1021270,murphy.senate.gov,,chrismurphyct,Christopher,/m/0cy_dh,412194,20707,M001169,,true,Murphy,,S364,S.,2,2.15,2018,ocd-division/country:us/state:ct,,D,202-224-4041,https://www.murphy.senate.gov/rss/feeds/?press,1,5,CT,junior,0,93,ChrisMurphyCT,https://www.murphy.senate.gov,96.70,17189
https://api.propublica.org/congress/v1/members/M001170.json,N00027694,1012014,www.mccaskill.senate.gov,,senatormccaskill,Claire,/m/040_w4,412243,40701,M001170,,true,McCaskill,,S312,,2,2.15,2018,ocd-division/country:us/state:mo,503 Hart Senate Office Building,D,202-224-6154,https://www.mccaskill.senate.gov/rss/feeds/?type=all,1,11,MO,senior,0,93,McCaskillOffice,https://www.mccaskill.senate.gov,87.91,2109
https://api.propublica.org/congress/v1/members/M001176.json,N00029303,1029842,,,jeffmerkley,Jeff,/m/026k60f,412325,40908,M001176,,true,Merkley,,S322,,0,0.00,2020,ocd-division/country:us/state:or,313 Hart Senate Office Building,D,202-224-3753,https://www.merkley.senate.gov/rss/feeds/,2,9,OR,junior,0,93,SenJeffMerkley,https://www.merkley.senate.gov,91.40,23644
https://api.propublica.org/congress/v1/members/M001183.json,N00032838,62864,www.manchin.senate.gov,,JoeManchinIII,Joe,/m/04lc5t,412391,40915,M001183,,true,Manchin III,,S338,,0,0.00,2018,ocd-division/country:us/state:wv,306 Hart Senate Office Building,D,202-224-3954,http://www.manchin.senate.gov/public/index.cfm/rss/feed,1,9,WV,senior,0,93,Sen_JoeManchin,http://www.manchin.senate.gov/public,73.12,7547
https://api.propublica.org/congress/v1/members/N000032.json,N00009926,1931,billnelson.senate.gov,,,Bill,/m/01_pb_,300078,14651,N000032,,true,Nelson,,S282,,0,0.00,2018,ocd-division/country:us/state:fl,716 Hart Senate Office Building,D,202-224-5274,https://www.billnelson.senate.gov/rss.xml,1,17,FL,senior,0,93,SenBillNelson,https://www.billnelson.senate.gov,94.62,1606
https://api.propublica.org/congress/v1/members/P000449.json,N00003682,31819,,,senrobportman,Rob,/m/0343xg,400325,29386,P000449,,true,Portman,,S349,,0,0.00,2022,ocd-division/country:us/state:oh,,R,202-224-3353,http://www.portman.senate.gov/public/index.cfm/rss/feed,3,7,OH,junior,0,93,SenRobPortman,http://www.portman.senate.gov,96.77,27008
https://api.propublica.org/congress/v1/members/P000595.json,N00029277,50199,peters.house.gov,,SenGaryPeters,Gary,/m/02x0lnt,412305,20923,P000595,,true,Peters,,S380,,1,1.08,2020,ocd-division/country:us/state:mi,,D,202-224-6221,,2,3,MI,junior,0,93,SenGaryPeters,https://www.peters.senate.gov,98.91,8749
https://api.propublica.org/congress/v1/members/P000603.json,N00030836,9265241,,,SenatorRandPaul,Rand,/m/05pdb7q,412492,41104,P000603,,true,Paul,,S348,,1,1.08,2022,ocd-division/country:us/state:ky,,R,202-224-4343,https://www.paul.senate.gov/rss/feeds/,3,7,KY,junior,0,93,,https://www.paul.senate.gov,90.22,117285
https://api.propublica.org/congress/v1/members/P000612.json,N00035516,75920,www.perdue.senate.gov,,SenatorDavidPerdue,David,/m/03wp8v4,412666,41501,P000612,,true,Perdue,,S379,,0,0.00,2020,ocd-division/country:us/state:ga,,R,202-224-3521,,2,3,GA,junior,0,93,sendavidperdue,http://www.perdue.senate.gov,98.92,151330
https://api.propublica.org/congress/v1/members/R000122.json,N00000362,24239,,,SenJackReed,Jack,/m/0202mc,300081,29142,R000122,,true,Reed,,S259,,0,0.00,2020,ocd-division/country:us/state:ri,728 Hart Senate Office Building,D,202-224-4642,https://www.reed.senate.gov/rss/feeds/?type=press,2,21,RI,senior,0,93,SenJackReed,https://www.reed.senate.gov,96.77,27060
